Sex,Marital status,Age,Education,Income,Occupation,Settlement size,component 1,component 2,component 3,K-means PCA,Segment
0,0,39,1,140182,1,0,0.5430938040678703,-0.7567930495675301,0.9190392098584915,1,career-focused
1,1,23,1,65421,0,0,-2.7173696091524104,0.4939487546535094,-0.4409608487262216,0,standard
0,0,39,1,130500,0,0,-0.3609365696980485,-0.8114374192040743,1.580637456132224,2,fewer-opportunities
1,1,28,1,122831,1,0,-1.0170903472524337,0.8380216253692993,-1.0499661224276176,0,standard
0,0,29,0,84531,0,0,-1.5336945640189108,-2.2953469601153866,0.8006489627336528,2,fewer-opportunities
0,0,30,0,180196,2,2,2.4969930499114104,-2.0811468620586853,-1.5302859020494792,1,career-focused
0,0,25,0,92058,1,2,0.3736720435018351,-2.5257796914091113,-0.7876699836652059,1,career-focused
0,0,31,0,117158,1,0,-0.2581081954331397,-2.112319306143663,0.1433309182954527,2,fewer-opportunities
0,0,57,2,135830,1,1,1.8178955583115761,0.6898936863835189,1.9700316854873778,3,well-off
0,0,26,0,58258,0,0,-1.978900741611927,-2.461268326897386,0.7588149690268369,2,fewer-opportunities
0,0,52,1,202575,2,2,3.67897142737887,-0.3546744977652144,-0.023429899747815567,1,career-focused
1,1,31,1,183657,1,1,0.4759850881578861,1.031302089314095,-1.5223710192390536,0,standard
1,1,23,1,152267,2,1,0.5919039787584524,0.7383595069277143,-2.4215772041546852,0,standard
1,1,23,1,115240,0,0,-2.0314962470812143,0.6569856128681312,-0.6575824546705161,0,standard
0,1,27,1,106955,1,2,0.5125734252637709,-0.3314363085466981,-1.172747584441169,1,career-focused
0,0,50,1,123641,1,1,1.193694899356236,-0.6035272002727976,1.1992354548129895,1,career-focused
0,0,61,2,166410,2,1,3.1209654380285805,0.9195162074098691,1.4256633700883832,3,well-off
0,0,25,0,227385,1,2,2.236760111688846,-2.0829107275276573,-1.3760951240257817,1,career-focused
1,1,26,1,118372,1,1,-0.5619763718440128,0.6844168323851911,-1.4986231271701094,0,standard
0,0,48,1,148115,1,1,1.47497073488332,-0.5767278277967369,0.9887692610411982,1,career-focused
1,1,29,1,111069,1,0,-1.1511887951955495,0.8261764164923548,-0.9467984074808123,0,standard
0,1,22,1,139780,1,0,-0.31901289670451505,-0.185811367356219,-0.8476059246555606,0,standard
0,0,37,1,106978,1,2,1.174634172676028,-1.0901867622352084,0.23137393771466963,1,career-focused
1,1,25,1,110019,1,2,-0.13263968954267794,0.5447155207915599,-1.8783238382221383,0,standard
1,1,30,1,169102,1,1,0.2477693734396145,0.9570227072190365,-1.5111078784152494,0,standard
0,0,46,1,73703,0,0,-0.9480500404488554,-0.810781905826781,2.1917721795418634,2,fewer-opportunities
0,0,51,1,141858,2,2,2.8152293845542427,-0.5800228986864912,0.18855358017553958,1,career-focused
1,1,41,2,135959,0,0,-0.9837019641851324,2.2714377951877394,0.6483934741370007,0,standard
0,0,40,1,140888,2,2,2.4957165855449177,-0.8763134599291298,-0.3794983020829,1,career-focused
0,0,66,2,157299,2,2,3.706862055920151,0.9372158162111207,1.361405633568449,3,well-off
0,0,34,1,125187,1,1,0.7696576788602195,-1.0248185562148777,0.3601210207239961,1,career-focused
0,0,51,1,155486,1,2,2.2321148876601917,-0.5583833371926868,0.7487959253962299,1,career-focused
0,0,39,1,151697,0,0,-0.06911100804841411,-0.7420684578926201,1.4884692435787563,2,fewer-opportunities
0,1,22,1,126400,1,1,0.06894813605490643,-0.3153170351385537,-1.1534238625708328,0,standard
1,1,44,2,159246,1,2,1.3354655131335875,2.2791094486151393,-0.6442811011776401,3,well-off
0,0,47,1,136138,1,1,1.2822471321588569,-0.6425704885509957,0.9888228131513712,1,career-focused
1,1,24,1,84792,0,0,-2.4228505541074585,0.5839889008980211,-0.4731647883261501,0,standard
1,1,58,2,100210,0,0,-1.0027152805589403,2.6074438865473346,1.6882529623204323,3,well-off
0,0,52,1,93706,0,0,-0.5056670881388926,-0.5854388707087248,2.41694274473195,2,fewer-opportunities
1,1,29,1,133783,2,1,0.5044246679552634,0.8377506047907843,-2.0290585238282444,0,standard
1,1,27,1,110064,1,2,-0.07635497659179892,0.5981566334028015,-1.7744704860599367,0,standard
0,0,47,1,241068,1,1,2.72685043375324,-0.29917825802729453,0.5325690723750648,1,career-focused
0,0,30,0,149022,2,2,2.0678110874230535,-2.183166393120783,-1.3947359724301085,1,career-focused
0,0,28,0,92973,1,2,0.46976690381828273,-2.44284450762168,-0.635575031618491,1,career-focused
0,0,56,1,110605,1,1,1.1812198655671158,-0.4863070652240502,1.5680652913411908,1,career-focused
0,0,54,1,116604,1,1,1.2081447433418293,-0.5199686806344412,1.437931584568754,1,career-focused
1,1,33,1,71070,0,0,-2.361272182701189,0.7789048128813607,0.054721424426626086,0,standard
0,0,20,0,128678,1,1,0.1665002156947006,-2.4534537892080133,-0.8430261245398718,1,career-focused
0,0,54,1,165230,1,2,2.4497612828072577,-0.44655450999256346,0.8625008624108851,1,career-focused
0,0,58,2,268340,1,1,3.670033720752763,1.1501907045352169,1.44587985703116,3,well-off
1,1,61,2,135070,1,1,0.9036136440729681,2.7387076486171056,0.7092534726346132,3,well-off
0,0,34,1,134794,1,2,1.4740877490136186,-1.0790973374724024,-0.04564835852573673,1,career-focused
0,0,36,1,120153,1,1,0.756018250299635,-0.9879988973235435,0.4860587410307022,1,career-focused
0,0,36,1,195465,2,2,3.1357644157973583,-0.8042933401021592,-0.8249065526478285,1,career-focused
0,1,41,1,93372,0,0,-1.1998420594859431,0.1456468862137998,0.9621489942622262,2,fewer-opportunities
0,0,24,0,110446,1,0,-0.5453424906306568,-2.3208133515740372,-0.19165571759905806,2,fewer-opportunities
1,1,24,1,95186,1,1,-0.9368502871411762,0.555244855325756,-1.5018554194323348,0,standard
0,0,35,1,115343,1,1,0.6619649216867409,-1.0303869491369524,0.4549489408093799,1,career-focused
0,1,26,1,107276,1,1,-0.08300743410580075,-0.2713142373179804,-0.8621713717671013,0,standard
0,0,39,1,244716,2,2,3.8973157250403867,-0.5631745400506123,-0.8829848667229431,1,career-focused
0,0,39,1,183108,2,2,3.0491396056786524,-0.7647918900754306,-0.615102655136679,1,career-focused
0,0,32,0,152876,1,2,1.4058001368130058,-2.1402192205073245,-0.6879455692368424,1,career-focused
1,1,30,1,165147,1,0,-0.37884788950315423,1.029798132781526,-1.1299143701544396,0,standard
0,1,35,1,140520,1,0,0.052998606412284564,0.16302034592019016,-0.17450494279649906,0,standard
0,1,31,1,124203,1,1,0.28919469626204547,-0.08268459349938966,-0.6756503379191425,1,career-focused
1,1,23,1,107205,1,1,-0.7992136418425876,0.5679311182696457,-1.6061406147125004,0,standard
0,0,28,0,121432,0,2,0.09083530567526842,-2.3726692540388923,-0.13982043279495499,1,career-focused
1,1,25,1,162445,1,0,-0.555210107880339,0.8877209951975645,-1.3782881578625237,0,standard
0,1,35,1,134112,1,1,0.536945288830679,0.05633113321468047,-0.5106383394051135,1,career-focused
0,0,47,1,131842,1,1,1.223102790372433,-0.6566295090630496,1.0075025622257543,1,career-focused
1,1,30,1,189896,2,0,0.7326144669666866,1.1337505243117194,-1.8570265315361163,0,standard
1,1,27,1,109099,1,2,-0.08964042580592814,0.5949985899218582,-1.770274499594206,0,standard
1,1,23,1,153539,1,1,-0.1613193372959934,0.7195630215297731,-1.807608839482627,0,standard
0,1,36,1,180495,2,1,1.9740821113004712,0.25772952839599134,-1.2797943547617951,1,career-focused
1,1,25,1,104653,1,2,-0.2065150475561676,0.5271548354871648,-1.854991544569173,0,standard
1,1,41,2,166933,2,2,2.128532337307142,2.2472842438327296,-1.4532782731944716,3,well-off
0,0,24,0,66118,0,0,-1.9263549094460275,-2.488839663636238,0.6205893132256693,2,fewer-opportunities
0,0,63,2,135754,1,0,1.411677223711289,0.9352450039690092,2.6465056923822576,3,well-off
1,1,27,1,116103,1,2,0.006785777609368255,0.6179197676840616,-1.8007290998076553,0,standard
0,0,30,0,104293,1,1,0.10911040722658781,-2.266786516375653,-0.21675083842146978,1,career-focused
0,1,40,1,71702,0,0,-1.5260121484617581,0.048083069541631586,1.0043493824473515,2,fewer-opportunities
0,0,30,0,99066,1,2,0.6093162767142949,-2.369610807473915,-0.5580194267565383,1,career-focused
0,0,34,1,143979,2,2,2.371275772251639,-1.0260794420431418,-0.7050855630653053,1,career-focused
1,1,29,1,123818,1,0,-0.9756694252153075,0.8678985888639041,-1.002233258725996,0,standard
1,1,24,1,176714,1,2,0.7577381176540756,0.7363335820401661,-2.22034971329536,0,standard
0,0,29,0,149249,1,2,1.2723683456481454,-2.232029651880578,-0.8282482774544775,1,career-focused
0,0,27,0,77535,0,0,-1.6856758132261755,-2.3715358035411733,0.7270197576422235,2,fewer-opportunities
0,0,47,1,116540,1,1,1.0124354910205102,-0.7067065881774466,1.0740382978719853,1,career-focused
1,1,21,1,194728,1,0,-0.22209057273649574,0.8867821291549515,-1.7267582506378116,0,standard
1,1,38,1,109311,1,2,0.21943675610048527,0.8888085325545951,-1.1989267025782289,0,standard
0,0,27,0,204723,1,2,1.9804306326135777,-2.1037801779441643,-1.173507818830057,1,career-focused
0,0,66,2,126003,0,0,0.5901946822548717,0.9603155955445098,3.464477492445999,3,well-off
0,0,35,1,123109,1,1,0.7688818114244896,-1.0049720624291751,0.42118103314837935,1,career-focused
1,1,44,2,108251,0,0,-1.2816686715951313,2.2607018094880855,0.9249461677470454,0,standard
0,1,27,1,89908,0,0,-1.6371882932253015,-0.23874626882291217,0.2488679243398585,2,fewer-opportunities
1,1,30,1,176057,2,1,1.1142563067838438,1.0027427405109879,-2.160848658272352,0,standard
0,0,27,0,144332,2,2,1.9197446511653231,-2.278455581198951,-1.5304165732766846,1,career-focused
0,0,22,0,101185,1,1,-0.15633911328052458,-2.490133092532745,-0.6194327979804728,1,career-focused
1,1,23,1,107406,1,2,-0.22427884143851431,0.48287041267869957,-1.971011083395742,0,standard
0,0,30,0,140665,1,1,0.6098548205077362,-2.147756094107397,-0.37490256871324346,1,career-focused
1,1,39,2,106461,1,0,-0.6747397800487946,2.1445684805791427,0.053107606619590936,0,standard
1,1,51,2,127825,1,0,-0.04662397309705205,2.534247041414485,0.5845073688071774,3,well-off
0,0,28,0,133898,1,1,0.46102628411916113,-2.223195515815945,-0.44952750530793967,1,career-focused
0,0,46,1,152383,1,2,2.0502319800240785,-0.7017727809277967,0.5021657548619883,1,career-focused
0,0,42,1,119926,1,0,0.34772105266169634,-0.7431417399096827,1.1631893219735874,2,fewer-opportunities
0,0,38,1,108784,1,2,1.2273305174140579,-1.0576295525116992,0.2755456481360493,1,career-focused
0,0,24,0,153286,1,1,0.6166164227695368,-2.2663343514821466,-0.7419279136525553,1,career-focused
1,1,29,1,214204,1,2,1.413037338374398,0.9922573689661508,-2.123240150633746,1,career-focused
0,0,36,1,208101,2,2,3.3097280803255833,-0.7629409697133526,-0.8798500604001339,1,career-focused
1,1,20,1,95355,1,1,-1.0458539810776915,0.44921022933805443,-1.710688300435105,0,standard
0,0,48,1,124156,1,1,1.1451198771410174,-0.6551356658899167,1.0929471260489132,1,career-focused
0,1,45,2,72215,0,0,-1.1182237255759884,1.2499994200355662,1.7218658553459791,2,fewer-opportunities
0,0,38,1,146529,1,2,1.7469774403024596,-0.9341058725239256,0.1114238769971787,1,career-focused
0,0,34,1,75343,0,0,-1.2594627658235735,-1.1251779462107057,1.5603470570872597,2,fewer-opportunities
0,0,36,1,129789,1,1,0.8886800001725357,-0.9564642786889643,0.4441597507884408,1,career-focused
1,1,30,1,101153,1,1,-0.6877052261985892,0.7346539025696991,-1.2156539049852557,0,standard
0,0,36,1,127833,1,2,1.433918723939431,-1.0485839477912002,0.08866829019492095,1,career-focused
0,0,70,2,224998,2,2,4.750225197799176,1.2653541675507955,1.2751367431139962,3,well-off
0,0,36,1,124445,1,2,1.3872750949886852,-1.0596714621056413,0.10339989863626398,1,career-focused
0,0,32,0,141116,1,1,0.6717290592419691,-2.0929863124254173,-0.27281457458740127,1,career-focused
1,1,33,1,104276,1,2,0.010955415426343469,0.7390964566897628,-1.437156203836002,0,standard
1,1,20,1,147687,1,2,0.2467841902919473,0.5347525959803214,-2.3022333498903813,0,standard
1,1,25,1,125168,1,1,-0.49624635996034344,0.6800103895249708,-1.5801978174652886,0,standard
0,1,31,1,115369,1,2,0.739741897029168,-0.1973130947901514,-1.001235068034635,1,career-focused
0,0,33,1,95445,1,0,-0.239809667270354,-1.0630801753152748,0.8014163433662149,2,fewer-opportunities
1,1,26,1,95159,1,1,-0.8815568201420249,0.608450341894896,-1.3976889988498922,0,standard
1,1,34,1,153031,2,2,1.480748285083612,0.9482574209247497,-2.216626084370625,1,career-focused
0,0,33,1,108899,1,0,-0.05458434734611093,-1.0190508312814819,0.7429160305061709,2,fewer-opportunities
0,0,26,0,113515,1,1,0.12474212441495545,-2.3431944401530136,-0.4649477250970494,1,career-focused
1,1,53,2,211229,2,0,1.9280248356398482,2.8834466889943466,-0.2935978308335248,3,well-off
0,1,42,2,121307,1,0,0.24487835736546323,1.3536755523810884,0.7328326008280236,3,well-off
0,0,52,1,131727,1,2,1.932850083010435,-0.6094897353347875,0.9041286658657012,1,career-focused
0,0,31,0,133574,2,1,1.310798781551263,-2.1213558513612756,-0.9115444076258937,1,career-focused
0,0,65,2,117334,1,0,1.2137486519586485,0.9282578545329798,2.8306480498187803,3,well-off
0,1,28,1,177291,1,2,1.508743173778252,-0.0746089229174496,-1.4265561356742282,1,career-focused
0,1,30,1,168763,2,1,1.6455685376952365,0.05945403486434074,-1.5409286547270729,1,career-focused
0,0,40,1,77720,0,0,-1.0597423294185244,-0.9575174752326548,1.862158510821358,2,fewer-opportunities
0,0,50,1,176645,1,2,2.4955846996086675,-0.5157856572375836,0.6047684334354634,1,career-focused
0,0,36,1,106205,1,1,0.5639918817621485,-1.0336448978128656,0.5467070511074001,1,career-focused
0,0,31,0,97785,1,1,0.047345379149829565,-2.2614375693470263,-0.13642842180725487,1,career-focused
1,1,74,3,214364,2,1,3.3894001779049314,4.434576030242423,0.8809134071500734,3,well-off
0,0,68,2,74525,0,0,-0.06285345438966919,0.8451433669447284,3.7923617364982003,2,fewer-opportunities
0,1,20,1,98988,1,0,-0.9362739818088899,-0.3726004568772981,-0.7742842918238407,0,standard
1,1,33,1,133561,1,1,-0.15803663313543526,0.9206525716890942,-1.2004959495864798,0,standard
0,0,54,1,217651,2,2,3.9421925000578075,-0.25204317628137446,0.015066071516562194,1,career-focused
0,0,34,1,116525,0,0,-0.6924976160450557,-0.9904063952965051,1.381280617054382,2,fewer-opportunities
0,0,36,1,135302,1,2,1.5367467241263026,-1.0241410185070916,0.05619178976741468,1,career-focused
0,1,29,1,106434,1,1,-0.01110172847248791,-0.194128983474608,-0.702436680632004,0,standard
0,0,21,0,128350,1,2,0.7619847039300764,-2.513598768524158,-1.1535719000064162,1,career-focused
1,1,34,1,147626,2,2,1.4063360021796032,0.9305691048475496,-2.193124211990029,1,career-focused
1,1,28,1,102697,1,0,-1.2942812638091985,0.7721314207627596,-0.962420017245209,0,standard
1,1,27,1,120262,1,0,-1.0802911456178008,0.8029674341162981,-1.0908201772289423,0,standard
0,0,36,1,124214,1,2,1.384094847560225,-1.0604274289907167,0.10440432648453735,1,career-focused
0,1,40,1,175223,2,1,2.0128312484082804,0.3470641586497517,-1.04877274947444,1,career-focused
0,0,52,1,137467,1,0,0.8675392688066218,-0.41926811372807293,1.6071631277166207,1,career-focused
0,1,27,1,65815,0,0,-1.9688839698222087,-0.31759263316111414,0.35362844446302205,2,fewer-opportunities
0,0,26,0,129864,1,1,0.34982379198158625,-2.289690965676391,-0.536035997354286,1,career-focused
0,1,21,1,88475,1,1,-0.4810094938283392,-0.46607670339904517,-1.0405439303437858,0,standard
0,0,38,1,74666,0,0,-1.1574528627686933,-1.0208057928533865,1.7713888097217307,2,fewer-opportunities
0,0,38,1,222294,2,2,3.5607926227909705,-0.6631993398291736,-0.8375146528153,1,career-focused
0,0,43,1,112878,1,0,0.2785216799469797,-0.7395599881968173,1.2458597517396102,2,fewer-opportunities
0,0,26,0,103411,1,2,0.5578048479779908,-2.4619791230197317,-0.7850102761332898,1,career-focused
0,1,21,1,112868,0,0,-1.4880865257563693,-0.32348928106867464,-0.16311317611156814,0,standard
0,0,55,1,157940,1,2,2.377230222310345,-0.44376472358787244,0.9462235499227182,1,career-focused
0,0,33,1,115835,1,2,1.1852408235813314,-1.1677891791426667,-0.015235865997187905,1,career-focused
1,1,45,2,109807,0,0,-1.2324141530783788,2.2924408732320756,0.9702049212942621,0,standard
0,0,50,1,150699,1,1,1.5662106349374885,-0.5149776246175006,1.0815826032173992,1,career-focused
0,0,66,2,178967,2,0,2.860836873926338,1.1795631544649476,1.9951824037860415,3,well-off
0,0,51,1,132767,1,0,0.7750003437310896,-0.46129618131049366,1.5755750285199304,2,fewer-opportunities
1,1,39,2,86152,0,0,-1.7250753028287562,2.055146361645207,0.7609138820864026,0,standard
0,0,31,0,114528,1,2,0.8500189369633595,-2.2923631917651615,-0.5732263600408791,1,career-focused
0,0,23,0,133912,1,1,0.3220560658099297,-2.356384315478412,-0.7097109295351169,1,career-focused
0,1,24,1,81210,0,0,-1.8404340874625447,-0.34715197324472835,0.13061479888670124,2,fewer-opportunities
1,1,64,3,131242,1,0,0.6238054400992684,3.9588423609462247,1.705592828455491,3,well-off
0,1,26,1,68804,0,0,-1.9555660876361454,-0.3344578029974494,0.2886072468880887,2,fewer-opportunities
1,1,23,1,96961,1,1,-0.9402459130856341,0.5344067686128765,-1.5615979355882035,0,standard
0,0,30,0,90719,1,2,0.49440058283829846,-2.3969270654380943,-0.5217252308710925,1,career-focused
0,0,32,0,114116,1,1,0.30001182734405296,-2.1813460782134655,-0.1554139169970051,1,career-focused
0,0,30,0,128639,1,1,0.4442892119594273,-2.1871121883061777,-0.3226114461879803,1,career-focused
0,0,27,0,106623,1,1,0.05769045126231568,-2.3391021653489283,-0.3829556102415489,1,career-focused
0,0,27,0,236264,1,1,1.8424976238726025,-1.9148411136256538,-0.946657041748088,1,career-focused
0,0,53,1,207783,2,1,3.2063365712138707,-0.22526546259393182,0.3699458138272428,1,career-focused
0,0,22,0,91739,1,1,-0.28638507522525475,-2.52104592022289,-0.5783599605138475,1,career-focused
0,0,22,0,107780,1,2,0.5066238345589293,-2.5542688965515143,-1.0121054816501216,1,career-focused
0,0,26,0,139157,1,2,1.0499309284010616,-2.3449973382841915,-0.9404400504379676,1,career-focused
0,0,51,1,121751,0,0,-0.14739561475156307,-0.5203061778937511,2.242973736913129,2,fewer-opportunities
0,0,35,1,121974,1,0,0.18108834825772543,-0.9229679502177119,0.7901126949497478,2,fewer-opportunities
0,1,25,1,70320,0,0,-1.9625274455458463,-0.3561434889451105,0.22999090741058714,2,fewer-opportunities
0,0,42,1,78327,0,0,-0.9957203911222146,-0.9022371704594545,1.9635681900366782,2,fewer-opportunities
0,0,30,0,131433,2,0,0.6813228175545555,-2.0692908817388607,-0.5902629942485832,1,career-focused
0,0,23,0,167076,0,2,0.5800672092735152,-2.356530049519557,-0.5984109683499017,1,career-focused
0,1,61,2,130788,0,0,0.13349009730783631,1.8680352485484495,2.299572506706194,3,well-off
1,1,35,1,107408,1,1,-0.4624277735646158,0.888358530814584,-0.9827291741815672,0,standard
0,0,39,1,115323,1,1,0.773019944051137,-0.9238647081454576,0.6631339441091512,1,career-focused
1,1,29,1,99012,1,0,-1.3171811901952968,0.7867188721921141,-0.8943724916079453,0,standard
0,0,51,1,115996,1,1,1.11627644562511,-0.6018991811590235,1.2845017435635113,1,career-focused
0,0,24,0,123353,1,1,0.20451968564359882,-2.3642926059019116,-0.6117740661098393,1,career-focused
1,1,27,1,100008,1,0,-1.3591341387607783,0.7366845194395895,-1.002752291346132,0,standard
1,1,35,1,125105,0,0,-1.561690679003329,1.0090327312295186,-0.07618305686693125,0,standard
0,0,25,0,92020,1,2,0.37314888591620105,-2.5259040495979983,-0.7875047531100787,1,career-focused
0,0,52,1,108365,1,2,1.6112183062845418,-0.6859438408288759,1.0057106718889173,1,career-focused
0,0,35,1,112979,1,0,0.05725144081617891,-0.9524048425608044,0.8292245066173631,2,fewer-opportunities
0,0,26,0,117221,1,1,0.17576375631916574,-2.331066244152624,-0.48106205239445715,1,career-focused
1,1,22,1,88800,1,2,-0.5082659082463584,0.39533379313151573,-1.9421334957608751,0,standard
1,1,39,2,115099,0,0,-1.3265531283195346,2.1498778483217484,0.6350473326319879,0,standard
1,1,46,2,113399,0,0,-1.1551294018155462,2.330842917833268,1.0066107956246622,0,standard
1,1,24,1,115879,1,1,-0.6519634471536364,0.6229644343424999,-1.591832153044115,0,standard
0,0,35,1,141270,1,2,1.5910774075651029,-1.031257160851479,-0.021782613694992296,1,career-focused
0,0,24,0,107633,1,1,-0.011902347150299026,-2.415737625094064,-0.5434207943572086,1,career-focused
0,0,27,0,131751,0,0,-0.9392676115751599,-2.194109393838772,0.4912792372007079,2,fewer-opportunities
0,0,35,1,83687,0,0,-1.1167557817467078,-1.0712245828308162,1.5760904156817501,2,fewer-opportunities
0,1,29,1,106828,1,2,0.5664901617744112,-0.2785580803693656,-1.0681463466083918,1,career-focused
1,1,23,1,135537,1,1,-0.4091583598377077,0.6606499658365713,-1.7293330380773562,0,standard
1,1,57,2,107142,0,0,-0.9351129152108963,2.603482515099972,1.6060869205647978,3,well-off
0,0,27,0,97446,1,1,-0.06865210566832047,-2.3691346679651106,-0.3430524311783243,1,career-focused
1,1,55,2,126357,1,2,1.188831136038041,2.464593590975647,0.07099555387165934,3,well-off
0,0,36,1,169617,2,1,2.2077395470049206,-0.8031645942581049,-0.3485185037712206,1,career-focused
1,1,57,2,108945,0,0,-0.9102904645030466,2.609382983904263,1.5982471655412613,3,well-off
0,0,32,0,67345,0,0,-1.686801689427803,-2.2716488178290466,1.03145018526347,2,fewer-opportunities
0,0,37,1,106215,1,0,0.019794574804357503,-0.9212467538477414,0.9626845653548611,2,fewer-opportunities
0,0,36,1,149237,1,0,0.5842589734559497,-0.8071005716917453,0.7235929779533973,1,career-focused
1,1,38,1,112124,1,0,-0.8861709595020391,1.0694513010331017,-0.4831651398100096,0,standard
0,1,45,2,215150,2,2,3.5354117981578637,1.5922476367322491,-0.8666316336328393,3,well-off
0,0,25,0,89534,1,1,-0.2332442061503442,-2.448321198259855,-0.412698710256687,1,career-focused
0,0,32,0,111082,1,2,0.8304093964448019,-2.2769935927793874,-0.5062180476319158,1,career-focused
1,1,37,1,137069,1,1,0.0015894408636219549,1.0387204887435608,-1.0076512988785202,0,standard
0,0,36,1,244541,2,2,3.811408670338919,-0.6436880117386679,-1.0382974664221354,1,career-focused
0,0,28,0,120712,1,1,0.279490601904127,-2.2663478073596934,-0.39219250267879285,1,career-focused
0,1,34,1,175367,0,0,-0.2658200402401845,0.22745394240418224,0.2414490201132239,0,standard
0,0,32,0,111418,1,1,0.2628676387640315,-2.190175509624434,-0.14368254758297216,1,career-focused
1,1,26,1,110913,1,0,-1.2368342711042002,0.7457251238987427,-1.1021936224575681,0,standard
